12:04:08.479 [main                     ] DEBUG GameApplication      - Logger initialized
12:04:08.513 [main                     ] DEBUG GameApplication      - Logging settings
Title: BomberDAD
Version: 0.1
Width: 600
Height: 600
Fullscreen: false
Intro: false
Menus: false
Profiling: false
Single step:false
App Mode: DEVELOPER
Menu Key: ESCAPE
Stage Style: DECORATED
Scene Factory: class com.almasb.fxgl.app.SceneFactory
Dialog Factory: class com.almasb.fxgl.ui.FXGLDialogFactory
UI Factory: class com.almasb.fxgl.ui.FXGLUIFactory

12:04:09.100 [JavaFX Application Thread] DEBUG Engine               - Initializing FXGL
12:04:09.110 [JavaFX Application Thread] DEBUG Engine               - isMobile: false
12:04:09.110 [JavaFX Application Thread] DEBUG Engine               - height: 600
12:04:09.110 [JavaFX Application Thread] DEBUG Engine               - isExperimentalNative: false
12:04:09.110 [JavaFX Application Thread] DEBUG Engine               - isSingleStep: false
12:04:09.110 [JavaFX Application Thread] DEBUG Engine               - cSSList: [fxgl_dark.css]
12:04:09.111 [JavaFX Application Thread] DEBUG Engine               - fontGame: Abel-Regular.ttf
12:04:09.111 [JavaFX Application Thread] DEBUG Engine               - menuKey: ESCAPE
12:04:09.111 [JavaFX Application Thread] DEBUG Engine               - devShowPositionProperty: BooleanProperty [value: false]
12:04:09.111 [JavaFX Application Thread] DEBUG Engine               - versionCheckDays: 7
12:04:09.111 [JavaFX Application Thread] DEBUG Engine               - masterTimer: com.almasb.fxgl.time.Timer@3895f066
12:04:09.112 [JavaFX Application Thread] DEBUG Engine               - configClass: Optional.empty
12:04:09.112 [JavaFX Application Thread] DEBUG Engine               - isFullScreenFromStart: false
12:04:09.112 [JavaFX Application Thread] DEBUG Engine               - version: 0.1
12:04:09.112 [JavaFX Application Thread] DEBUG Engine               - fullScreen: BooleanProperty [value: false]
12:04:09.112 [JavaFX Application Thread] DEBUG Engine               - randomSeed: -1
12:04:09.113 [JavaFX Application Thread] DEBUG Engine               - dialogFactory: com.almasb.fxgl.ui.FXGLDialogFactory@7163b4b0
12:04:09.113 [JavaFX Application Thread] DEBUG Engine               - applicationMode: DEVELOPER
12:04:09.113 [JavaFX Application Thread] DEBUG Engine               - isMac: false
12:04:09.113 [JavaFX Application Thread] DEBUG Engine               - urlGoogleForms: https://goo.gl/forms/6wrMnOBxTE1fEpOy2
12:04:09.113 [JavaFX Application Thread] DEBUG Engine               - isMenuEnabled: false
12:04:09.113 [JavaFX Application Thread] DEBUG Engine               - urlPOM: https://raw.githubusercontent.com/AlmasB/FXGL/master/pom.xml
12:04:09.114 [JavaFX Application Thread] DEBUG Engine               - profileName: user.profile
12:04:09.114 [JavaFX Application Thread] DEBUG Engine               - notificationViewClass: class com.almasb.fxgl.notification.view.XboxNotificationView
12:04:09.114 [JavaFX Application Thread] DEBUG Engine               - devSensorColorProperty: ObjectProperty [value: 0xffff00ff]
12:04:09.114 [JavaFX Application Thread] DEBUG Engine               - sceneFactory: com.almasb.fxgl.app.SceneFactory@33d49351
12:04:09.114 [JavaFX Application Thread] DEBUG Engine               - dataFileExt: .dat
12:04:09.115 [JavaFX Application Thread] DEBUG Engine               - stageStyle: DECORATED
12:04:09.115 [JavaFX Application Thread] DEBUG Engine               - isManualResizeEnabled: false
12:04:09.115 [JavaFX Application Thread] DEBUG Engine               - title: BomberDAD
12:04:09.115 [JavaFX Application Thread] DEBUG Engine               - platform: WINDOWS
12:04:09.115 [JavaFX Application Thread] DEBUG Engine               - devBBoxColorProperty: ObjectProperty [value: 0xff0000ff]
12:04:09.116 [JavaFX Application Thread] DEBUG Engine               - isDesktop: true
12:04:09.116 [JavaFX Application Thread] DEBUG Engine               - credits: []
12:04:09.116 [JavaFX Application Thread] DEBUG Engine               - globalMusicVolumeProperty: DoubleProperty [value: 0.5]
12:04:09.116 [JavaFX Application Thread] DEBUG Engine               - uIFactory: com.almasb.fxgl.ui.FXGLUIFactory@124c44a0
12:04:09.116 [JavaFX Application Thread] DEBUG Engine               - isPreserveResizeRatio: false
12:04:09.116 [JavaFX Application Thread] DEBUG Engine               - fontText: Courier-Prime.ttf
12:04:09.117 [JavaFX Application Thread] DEBUG Engine               - isExperimentalTiledLargeMap: false
12:04:09.117 [JavaFX Application Thread] DEBUG Engine               - secondsIn24h: 60
12:04:09.117 [JavaFX Application Thread] DEBUG Engine               - runtimeInfo: RuntimeInfo(platform=WINDOWS, version=11.7, build=05.01.2020 09.37)
12:04:09.117 [JavaFX Application Thread] DEBUG Engine               - isLinux: false
12:04:09.117 [JavaFX Application Thread] DEBUG Engine               - soundMenuPress: menu/press.wav
12:04:09.117 [JavaFX Application Thread] DEBUG Engine               - urlGithub: https://github.com/AlmasB/FXGL
12:04:09.117 [JavaFX Application Thread] DEBUG Engine               - profileDir: profiles/
12:04:09.118 [JavaFX Application Thread] DEBUG Engine               - isDeveloperMenuEnabled: false
12:04:09.118 [JavaFX Application Thread] DEBUG Engine               - globalSoundVolumeProperty: DoubleProperty [value: 0.5]
12:04:09.118 [JavaFX Application Thread] DEBUG Engine               - isBrowser: false
12:04:09.118 [JavaFX Application Thread] DEBUG Engine               - urlLeaderboard: http://fxgl-top.herokuapp.com/
12:04:09.118 [JavaFX Application Thread] DEBUG Engine               - globalSoundVolume: 0.5
12:04:09.118 [JavaFX Application Thread] DEBUG Engine               - saveDir: saves/
12:04:09.118 [JavaFX Application Thread] DEBUG Engine               - engineServices: [class com.almasb.fxgl.audio.AudioPlayer, class com.almasb.fxgl.notification.impl.NotificationServiceProvider, class com.almasb.fxgl.achievement.AchievementManager, class com.almasb.fxgl.cutscene.CutsceneService, class com.almasb.fxgl.minigames.MiniGameService]
12:04:09.119 [JavaFX Application Thread] DEBUG Engine               - globalMusicVolume: 0.5
12:04:09.119 [JavaFX Application Thread] DEBUG Engine               - width: 600
12:04:09.119 [JavaFX Application Thread] DEBUG Engine               - saveFileExt: .sav
12:04:09.119 [JavaFX Application Thread] DEBUG Engine               - isAndroid: false
12:04:09.119 [JavaFX Application Thread] DEBUG Engine               - fontUI: VarelaRound-Regular.ttf
12:04:09.120 [JavaFX Application Thread] DEBUG Engine               - enabledMenuItems: []
12:04:09.120 [JavaFX Application Thread] DEBUG Engine               - isIOS: false
12:04:09.122 [JavaFX Application Thread] DEBUG Engine               - Adding new engine service: class com.almasb.fxgl.audio.AudioPlayer
12:04:09.123 [JavaFX Application Thread] DEBUG Engine               - Adding new engine service: class com.almasb.fxgl.notification.impl.NotificationServiceProvider
12:04:09.124 [JavaFX Application Thread] DEBUG Engine               - Adding new engine service: class com.almasb.fxgl.achievement.AchievementManager
12:04:09.125 [JavaFX Application Thread] DEBUG Engine               - Adding new engine service: class com.almasb.fxgl.cutscene.CutsceneService
12:04:09.125 [JavaFX Application Thread] DEBUG Engine               - Adding new engine service: class com.almasb.fxgl.minigames.MiniGameService
12:04:09.128 [JavaFX Application Thread] DEBUG Engine               - Loading localizations
12:04:09.131 [JavaFX Application Thread] DEBUG AssetLoader          - Loading from file system: /assets/properties/languages/english.properties
12:04:09.134 [JavaFX Application Thread] DEBUG AssetLoader          - Loading from file system: /assets/properties/languages/french.properties
12:04:09.135 [JavaFX Application Thread] DEBUG AssetLoader          - Loading from file system: /assets/properties/languages/german.properties
12:04:09.137 [JavaFX Application Thread] DEBUG AssetLoader          - Loading from file system: /assets/properties/languages/russian.properties
12:04:09.139 [JavaFX Application Thread] DEBUG AssetLoader          - Loading from file system: /assets/properties/languages/hungarian.properties
12:04:09.143 [JavaFX Application Thread] DEBUG Engine               - Registering font factories
12:04:09.144 [JavaFX Application Thread] DEBUG AssetLoader          - Loading from file system: /assets/ui/fonts/VarelaRound-Regular.ttf
12:04:09.505 [JavaFX Application Thread] DEBUG AssetLoader          - Loading from file system: /assets/ui/fonts/Abel-Regular.ttf
12:04:09.556 [JavaFX Application Thread] DEBUG AssetLoader          - Loading from file system: /assets/ui/fonts/lucida_console.ttf
12:04:09.567 [JavaFX Application Thread] DEBUG AssetLoader          - Loading from file system: /assets/ui/fonts/Courier-Prime.ttf
12:04:09.580 [JavaFX Application Thread] DEBUG Engine               - Setting UI factory
12:04:09.685 [JavaFX Application Thread] DEBUG AssetLoader          - Loading from file system: /assets/textures/fxgl_logo.png
12:04:09.784 [JavaFX Application Thread] DEBUG MainWindow           - Creating a JavaFX scene
12:04:09.843 [JavaFX Application Thread] DEBUG MainWindow           - Target settings size: 600.0 x 600.0
12:04:09.843 [JavaFX Application Thread] DEBUG MainWindow           - Scaled scene size:    600.0 x 600.0
12:04:09.843 [JavaFX Application Thread] DEBUG MainWindow           - Scaled ratio: (1.0, 1.0)
12:04:09.845 [JavaFX Application Thread] DEBUG MainWindow           - Set initial scene to FXGLStartupScene
12:04:09.856 [JavaFX Application Thread] DEBUG AssetLoader          - Loading from file system: /assets/textures/fxgl_icon.png
12:04:09.876 [JavaFX Application Thread] DEBUG Engine               - Applying CSS: fxgl_dark.css
12:04:09.877 [JavaFX Application Thread] DEBUG AssetLoader          - Loading from file system: /assets/ui/css/fxgl_dark.css
12:04:09.882 [JavaFX Application Thread] DEBUG AssetLoader          - Loading from file system: /assets/ui/cursors/fxgl_default.png
12:04:09.884 [JavaFX Application Thread] DEBUG MainWindow           - Opening main window
12:04:10.095 [JavaFX Application Thread] DEBUG MainWindow           - Window border size: (16.0, 39.0)
12:04:10.096 [JavaFX Application Thread] DEBUG MainWindow           - Scaled size: 600.0 x 600.0
12:04:10.096 [JavaFX Application Thread] DEBUG MainWindow           - Scaled ratio: (1.0, 1.0)
12:04:10.097 [JavaFX Application Thread] DEBUG MainWindow           - Scene size: 600.0 x 600.0
12:04:10.097 [JavaFX Application Thread] DEBUG MainWindow           - Stage size: 616.0 x 639.0
12:04:10.151 [FXGL Background Thread 1 ] DEBUG FS                   - Loaded FSServiceImpl
12:04:10.151 [FXGL Background Thread 1 ] DEBUG Engine               - Loading FXGL system data
12:04:10.172 [FXGL Background Thread 1 ] DEBUG FSServiceImpl        - Reading from: C:\Users\Pablo\Desktop\OneDrive\DAM2\DAD\Eclipse19\Bomberdad\system\fxgl.bundle
12:04:10.200 [FXGL Background Thread 1 ] DEBUG Engine               - Bundle FXGL: {}
12:04:10.201 [FXGL Background Thread 1 ] DEBUG Engine               - Initializing application scenes
12:04:10.285 [FXGL Background Thread 1 ] DEBUG GameWorld            - Game world initialized
12:04:10.353 [FXGL Background Thread 1 ] DEBUG PhysicsWorld         - Physics world initialized: appHeight=600, physics.ppm=50,0
12:04:10.356 [FXGL Background Thread 1 ] DEBUG GameScene            - Game scene initialized: 600x600
12:04:10.404 [FXGL Background Thread 1 ] DEBUG Input                - Registered new binding: Resume - Esc
12:04:10.404 [FXGL Background Thread 1 ] DEBUG AssetLoader          - Loading from file system: /assets/textures/pause_menu_bg.png
12:04:10.446 [FXGL Background Thread 1 ] DEBUG Input                - Registered new binding: Pause - Esc
12:04:10.447 [FXGL Background Thread 1 ] DEBUG Engine               - Application scenes initialized
12:04:10.451 [JavaFX Application Thread] DEBUG Engine               - Running preInit()
12:04:10.451 [JavaFX Application Thread] DEBUG Input                - Registered new binding: Move Up - W
12:04:10.452 [JavaFX Application Thread] DEBUG Input                - Registered new binding: Move Left - A
12:04:10.452 [JavaFX Application Thread] DEBUG Input                - Registered new binding: Move Down - S
12:04:10.452 [JavaFX Application Thread] DEBUG Input                - Registered new binding: Move Right - D
12:04:10.452 [JavaFX Application Thread] DEBUG Input                - Registered new binding: Place Bomb - F
12:04:10.452 [JavaFX Application Thread] DEBUG Input                - Registered new binding: Move Up2 - Up
12:04:10.452 [JavaFX Application Thread] DEBUG Input                - Registered new binding: Move Left2 - Left
12:04:10.453 [JavaFX Application Thread] DEBUG Input                - Registered new binding: Move Down2 - Down
12:04:10.453 [JavaFX Application Thread] DEBUG Input                - Registered new binding: Move Right2 - Right
12:04:10.453 [JavaFX Application Thread] DEBUG Input                - Registered new binding: Place Bomb2S - Enter
12:04:10.454 [JavaFX Application Thread] DEBUG Input                - Registered new binding: Screenshot - P
12:04:10.455 [JavaFX Application Thread] DEBUG Input                - Registered new binding: System info dump - CTRL+9
12:04:10.455 [JavaFX Application Thread] DEBUG Input                - Registered new binding: Restart - CTRL+R
12:04:10.456 [JavaFX Application Thread] DEBUG Engine               - generateDefaultProfile()
12:04:10.456 [JavaFX Application Thread] DEBUG Engine               - Creating default profile
12:04:10.456 [JavaFX Application Thread] DEBUG EventBus             - Firing event: SaveEvent
12:04:10.474 [JavaFX Application Thread] INFO  Engine               - FXGL initialization took: 1,346 sec
12:04:10.474 [JavaFX Application Thread] DEBUG LoopRunner           - Starting loop
12:04:10.486 [JavaFX Application Thread] DEBUG FXGLStartupScene     - STARTUP
12:04:10.486 [JavaFX Application Thread] DEBUG Engine               - Starting new game
12:04:10.497 [JavaFX Application Thread] DEBUG Input                - Clearing active input actions
12:04:10.497 [FXGL Background Thread 1 ] DEBUG InitAppTask          - Clearing previous game
12:04:10.498 [FXGL Background Thread 1 ] DEBUG GameWorld            - Clearing game world
12:04:10.498 [FXGL Background Thread 1 ] DEBUG PhysicsWorld         - Clearing physics world
12:04:10.498 [FXGL Background Thread 1 ] DEBUG GameScene            - Clearing game scene
12:04:10.498 [FXGL Background Thread 1 ] DEBUG InitAppTask          - Initializing Game
12:04:10.515 [JavaFX Application Thread] DEBUG Engine               - Removing overlay from FXGLStartupScene and adding to LoadingScene
12:04:10.516 [JavaFX Application Thread] DEBUG MainWindow           - FXGLStartupScene -> LoadingScene
12:04:10.523 [FXGL Background Thread 1 ] DEBUG AssetLoader          - Loading from file system: /assets/levels/0.txt
12:04:10.554 [FXGL Background Thread 1 ] DEBUG AssetLoader          - Loading from file system: /assets/textures/floor.png
12:04:10.620 [FXGL Background Thread 1 ] WARN  AssetLoader          - Failed to load texture floor.png Error: java.lang.IllegalArgumentException: Asset "/assets/textures/floor.png" was not found!
12:04:10.820 [FXGL Background Thread 1 ] DEBUG AssetLoader          - Loading from file system: /assets/textures/floor.png
12:04:10.820 [FXGL Background Thread 1 ] WARN  AssetLoader          - Failed to load texture floor.png Error: java.lang.IllegalArgumentException: Asset "/assets/textures/floor.png" was not found!
12:04:10.822 [FXGL Background Thread 1 ] DEBUG AssetLoader          - Loading from file system: /assets/textures/brick.png
12:04:10.825 [FXGL Background Thread 1 ] DEBUG AssetLoader          - Loading from cache: /assets/textures/brick.png@40.0x40.0
12:04:10.826 [FXGL Background Thread 1 ] DEBUG AssetLoader          - Loading from cache: /assets/textures/brick.png@40.0x40.0
12:04:10.827 [FXGL Background Thread 1 ] DEBUG AssetLoader          - Loading from cache: /assets/textures/brick.png@40.0x40.0
12:04:10.829 [FXGL Background Thread 1 ] DEBUG AssetLoader          - Loading from cache: /assets/textures/brick.png@40.0x40.0
12:04:10.831 [FXGL Background Thread 1 ] DEBUG AssetLoader          - Loading from cache: /assets/textures/brick.png@40.0x40.0
12:04:10.832 [FXGL Background Thread 1 ] DEBUG AssetLoader          - Loading from cache: /assets/textures/brick.png@40.0x40.0
12:04:10.833 [FXGL Background Thread 1 ] DEBUG AssetLoader          - Loading from cache: /assets/textures/brick.png@40.0x40.0
12:04:10.834 [FXGL Background Thread 1 ] DEBUG AssetLoader          - Loading from cache: /assets/textures/brick.png@40.0x40.0
12:04:10.835 [FXGL Background Thread 1 ] DEBUG AssetLoader          - Loading from cache: /assets/textures/brick.png@40.0x40.0
12:04:10.835 [FXGL Background Thread 1 ] DEBUG AssetLoader          - Loading from cache: /assets/textures/brick.png@40.0x40.0
12:04:10.838 [FXGL Background Thread 1 ] DEBUG AssetLoader          - Loading from file system: /assets/textures/floor.png
12:04:10.838 [FXGL Background Thread 1 ] WARN  AssetLoader          - Failed to load texture floor.png Error: java.lang.IllegalArgumentException: Asset "/assets/textures/floor.png" was not found!
12:04:10.839 [FXGL Background Thread 1 ] DEBUG AssetLoader          - Loading from file system: /assets/textures/floor.png
12:04:10.840 [FXGL Background Thread 1 ] WARN  AssetLoader          - Failed to load texture floor.png Error: java.lang.IllegalArgumentException: Asset "/assets/textures/floor.png" was not found!
12:04:10.841 [FXGL Background Thread 1 ] DEBUG AssetLoader          - Loading from file system: /assets/textures/floor.png
12:04:10.841 [FXGL Background Thread 1 ] WARN  AssetLoader          - Failed to load texture floor.png Error: java.lang.IllegalArgumentException: Asset "/assets/textures/floor.png" was not found!
12:04:10.844 [FXGL Background Thread 1 ] DEBUG AssetLoader          - Loading from file system: /assets/textures/floor.png
12:04:10.845 [FXGL Background Thread 1 ] WARN  AssetLoader          - Failed to load texture floor.png Error: java.lang.IllegalArgumentException: Asset "/assets/textures/floor.png" was not found!
12:04:10.848 [FXGL Background Thread 1 ] DEBUG AssetLoader          - Loading from file system: /assets/textures/floor.png
12:04:10.848 [FXGL Background Thread 1 ] WARN  AssetLoader          - Failed to load texture floor.png Error: java.lang.IllegalArgumentException: Asset "/assets/textures/floor.png" was not found!
12:04:10.851 [FXGL Background Thread 1 ] DEBUG AssetLoader          - Loading from file system: /assets/textures/floor.png
12:04:10.852 [FXGL Background Thread 1 ] WARN  AssetLoader          - Failed to load texture floor.png Error: java.lang.IllegalArgumentException: Asset "/assets/textures/floor.png" was not found!
12:04:10.853 [FXGL Background Thread 1 ] DEBUG AssetLoader          - Loading from file system: /assets/textures/floor.png
12:04:10.854 [FXGL Background Thread 1 ] WARN  AssetLoader          - Failed to load texture floor.png Error: java.lang.IllegalArgumentException: Asset "/assets/textures/floor.png" was not found!
12:04:10.855 [FXGL Background Thread 1 ] DEBUG AssetLoader          - Loading from file system: /assets/textures/floor.png
12:04:10.856 [FXGL Background Thread 1 ] WARN  AssetLoader          - Failed to load texture floor.png Error: java.lang.IllegalArgumentException: Asset "/assets/textures/floor.png" was not found!
12:04:10.857 [FXGL Background Thread 1 ] DEBUG AssetLoader          - Loading from file system: /assets/textures/floor.png
12:04:10.859 [FXGL Background Thread 1 ] WARN  AssetLoader          - Failed to load texture floor.png Error: java.lang.IllegalArgumentException: Asset "/assets/textures/floor.png" was not found!
12:04:10.861 [FXGL Background Thread 1 ] DEBUG AssetLoader          - Loading from file system: /assets/textures/floor.png
12:04:10.862 [FXGL Background Thread 1 ] WARN  AssetLoader          - Failed to load texture floor.png Error: java.lang.IllegalArgumentException: Asset "/assets/textures/floor.png" was not found!
12:04:10.864 [FXGL Background Thread 1 ] DEBUG AssetLoader          - Loading from cache: /assets/textures/brick.png@40.0x40.0
12:04:10.865 [FXGL Background Thread 1 ] DEBUG AssetLoader          - Loading from file system: /assets/textures/floor.png
12:04:10.865 [FXGL Background Thread 1 ] WARN  AssetLoader          - Failed to load texture floor.png Error: java.lang.IllegalArgumentException: Asset "/assets/textures/floor.png" was not found!
12:04:10.868 [FXGL Background Thread 1 ] DEBUG AssetLoader          - Loading from file system: /assets/textures/floor.png
12:04:10.868 [FXGL Background Thread 1 ] WARN  AssetLoader          - Failed to load texture floor.png Error: java.lang.IllegalArgumentException: Asset "/assets/textures/floor.png" was not found!
12:04:10.869 [FXGL Background Thread 1 ] DEBUG AssetLoader          - Loading from file system: /assets/textures/floor.png
12:04:10.870 [FXGL Background Thread 1 ] WARN  AssetLoader          - Failed to load texture floor.png Error: java.lang.IllegalArgumentException: Asset "/assets/textures/floor.png" was not found!
12:04:10.871 [FXGL Background Thread 1 ] DEBUG AssetLoader          - Loading from file system: /assets/textures/floor.png
12:04:10.872 [FXGL Background Thread 1 ] WARN  AssetLoader          - Failed to load texture floor.png Error: java.lang.IllegalArgumentException: Asset "/assets/textures/floor.png" was not found!
12:04:10.873 [FXGL Background Thread 1 ] DEBUG AssetLoader          - Loading from file system: /assets/textures/floor.png
12:04:10.873 [FXGL Background Thread 1 ] WARN  AssetLoader          - Failed to load texture floor.png Error: java.lang.IllegalArgumentException: Asset "/assets/textures/floor.png" was not found!
12:04:10.874 [FXGL Background Thread 1 ] DEBUG AssetLoader          - Loading from file system: /assets/textures/floor.png
12:04:10.874 [FXGL Background Thread 1 ] WARN  AssetLoader          - Failed to load texture floor.png Error: java.lang.IllegalArgumentException: Asset "/assets/textures/floor.png" was not found!
12:04:10.875 [FXGL Background Thread 1 ] DEBUG AssetLoader          - Loading from file system: /assets/textures/floor.png
12:04:10.876 [FXGL Background Thread 1 ] WARN  AssetLoader          - Failed to load texture floor.png Error: java.lang.IllegalArgumentException: Asset "/assets/textures/floor.png" was not found!
12:04:10.877 [FXGL Background Thread 1 ] DEBUG AssetLoader          - Loading from file system: /assets/textures/floor.png
12:04:10.877 [FXGL Background Thread 1 ] WARN  AssetLoader          - Failed to load texture floor.png Error: java.lang.IllegalArgumentException: Asset "/assets/textures/floor.png" was not found!
12:04:10.879 [FXGL Background Thread 1 ] DEBUG AssetLoader          - Loading from file system: /assets/textures/floor.png
12:04:10.879 [FXGL Background Thread 1 ] WARN  AssetLoader          - Failed to load texture floor.png Error: java.lang.IllegalArgumentException: Asset "/assets/textures/floor.png" was not found!
12:04:10.880 [FXGL Background Thread 1 ] DEBUG AssetLoader          - Loading from file system: /assets/textures/floor.png
12:04:10.881 [FXGL Background Thread 1 ] WARN  AssetLoader          - Failed to load texture floor.png Error: java.lang.IllegalArgumentException: Asset "/assets/textures/floor.png" was not found!
12:04:10.882 [FXGL Background Thread 1 ] DEBUG AssetLoader          - Loading from file system: /assets/textures/floor.png
12:04:10.882 [FXGL Background Thread 1 ] WARN  AssetLoader          - Failed to load texture floor.png Error: java.lang.IllegalArgumentException: Asset "/assets/textures/floor.png" was not found!
12:04:10.883 [FXGL Background Thread 1 ] DEBUG AssetLoader          - Loading from file system: /assets/textures/floor.png
12:04:10.884 [FXGL Background Thread 1 ] WARN  AssetLoader          - Failed to load texture floor.png Error: java.lang.IllegalArgumentException: Asset "/assets/textures/floor.png" was not found!
12:04:10.885 [FXGL Background Thread 1 ] DEBUG AssetLoader          - Loading from file system: /assets/textures/floor.png
12:04:10.885 [FXGL Background Thread 1 ] WARN  AssetLoader          - Failed to load texture floor.png Error: java.lang.IllegalArgumentException: Asset "/assets/textures/floor.png" was not found!
12:04:10.886 [FXGL Background Thread 1 ] DEBUG AssetLoader          - Loading from cache: /assets/textures/brick.png@40.0x40.0
12:04:10.887 [FXGL Background Thread 1 ] DEBUG AssetLoader          - Loading from file system: /assets/textures/floor.png
12:04:10.888 [FXGL Background Thread 1 ] WARN  AssetLoader          - Failed to load texture floor.png Error: java.lang.IllegalArgumentException: Asset "/assets/textures/floor.png" was not found!
12:04:10.889 [FXGL Background Thread 1 ] DEBUG AssetLoader          - Loading from file system: /assets/textures/floor.png
12:04:10.890 [FXGL Background Thread 1 ] WARN  AssetLoader          - Failed to load texture floor.png Error: java.lang.IllegalArgumentException: Asset "/assets/textures/floor.png" was not found!
12:04:10.891 [FXGL Background Thread 1 ] DEBUG AssetLoader          - Loading from file system: /assets/textures/floor.png
12:04:10.892 [FXGL Background Thread 1 ] WARN  AssetLoader          - Failed to load texture floor.png Error: java.lang.IllegalArgumentException: Asset "/assets/textures/floor.png" was not found!
12:04:10.893 [FXGL Background Thread 1 ] DEBUG AssetLoader          - Loading from file system: /assets/textures/floor.png
12:04:10.893 [FXGL Background Thread 1 ] WARN  AssetLoader          - Failed to load texture floor.png Error: java.lang.IllegalArgumentException: Asset "/assets/textures/floor.png" was not found!
12:04:10.896 [FXGL Background Thread 1 ] DEBUG AssetLoader          - Loading from file system: /assets/textures/floor.png
12:04:10.896 [FXGL Background Thread 1 ] WARN  AssetLoader          - Failed to load texture floor.png Error: java.lang.IllegalArgumentException: Asset "/assets/textures/floor.png" was not found!
12:04:10.897 [FXGL Background Thread 1 ] DEBUG AssetLoader          - Loading from file system: /assets/textures/floor.png
12:04:10.898 [FXGL Background Thread 1 ] WARN  AssetLoader          - Failed to load texture floor.png Error: java.lang.IllegalArgumentException: Asset "/assets/textures/floor.png" was not found!
12:04:10.899 [FXGL Background Thread 1 ] DEBUG AssetLoader          - Loading from file system: /assets/textures/floor.png
12:04:10.899 [FXGL Background Thread 1 ] WARN  AssetLoader          - Failed to load texture floor.png Error: java.lang.IllegalArgumentException: Asset "/assets/textures/floor.png" was not found!
12:04:10.901 [FXGL Background Thread 1 ] DEBUG AssetLoader          - Loading from file system: /assets/textures/floor.png
12:04:10.901 [FXGL Background Thread 1 ] WARN  AssetLoader          - Failed to load texture floor.png Error: java.lang.IllegalArgumentException: Asset "/assets/textures/floor.png" was not found!
12:04:10.902 [FXGL Background Thread 1 ] DEBUG AssetLoader          - Loading from file system: /assets/textures/floor.png
12:04:10.903 [FXGL Background Thread 1 ] WARN  AssetLoader          - Failed to load texture floor.png Error: java.lang.IllegalArgumentException: Asset "/assets/textures/floor.png" was not found!
12:04:10.904 [FXGL Background Thread 1 ] DEBUG AssetLoader          - Loading from file system: /assets/textures/floor.png
12:04:10.904 [FXGL Background Thread 1 ] WARN  AssetLoader          - Failed to load texture floor.png Error: java.lang.IllegalArgumentException: Asset "/assets/textures/floor.png" was not found!
12:04:10.905 [FXGL Background Thread 1 ] DEBUG AssetLoader          - Loading from file system: /assets/textures/floor.png
